OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y,
418,6.222E+11,3661,Natural Bridge Elementary, ,1650 NE 141st St, ,North Miami,33181,305-891-8649,,E,PK-5,668,382,N,25.90551,-80.16542,930507.9724,572220.6253,E316899,6/11/2020 9:42,E316899,4/3/2023 13:16,e810485d-9092-4e47-842a-8ca5ddc0baef,-8923974.586,2987383.172,
419,3.04217E+12,7161,Maritime & Science Technology Academy, ,3979 Rickenbacker Cswy, ,Miami-Dade,33149,305-365-6278,,S,12-Jun,1609,1513,C,25.73918,-80.16649,930543.2138,511761.8315,E316899,6/11/2020 9:42,E316899,4/3/2023 12:44,8c0a23f6-0e98-4731-8954-b8da6aa9b402,-8924092.388,2966813.31,
420,3.22023E+12,3281,Miami Lakes Elementary PLC-L, ,14250 NW 67th Ave, ,Miami Lakes,33014,305-822-7757,,PLC,0,0,0,N,25.90297,-80.3106,882793.6015,571020.2096,E316899,6/11/2020 9:42,E316899,4/3/2023 13:02,4cc29168-6770-4227-939a-acf6c7b4fff6,-8940133.957,2987068.861,
421,9.4026E+11,6881,South Miami Middle, ,6750 SW 60th St, ,South Miami,33143,305-661-3481,,M,8-Jun,746,724,C,25.71445,-80.30351,885484.2017,502511.1243,E316899,6/11/2020 9:42,E316899,4/4/2023 15:31,3f757ead-6e2b-44de-ad68-be2680cd628b,-8939345.645,2963757.188,
422,3.02207E+12,4801,Gertrude Edelman/Sabal Palm Elementary, ,17101 NE 7th Ave, ,Miami-Dade,33162,305-651-2411,,E,PK-5,696,506,N,25.93281,-80.18605,923669.3747,582099.5621,E316899,6/11/2020 9:42,E316899,3/31/2023 15:56,409b7436-3391-4456-81f0-ef2adc3498b3,-8926269.485,2990761.625,
423,6.2222E+11,9071,Academy for Advanced Academics - North,Biscayne Bay Campus,3000 NE 151st St,Rm AC1-395,North Miami,33181,305-919-4450,,S,12-Nov,0,0, ,25.91024,-80.13947,939028.4542,573996.8816,E316899,6/11/2020 9:42,E316899,3/23/2023 15:17,1852631e-fbdd-4c48-a042-e0f91e74ff47,-8921085.47,2987969.181,
424,3.0502E+12,7008,Biotech@Richmond Heights 9-12 High School,Richmond Heights Middle,15015 SW 103rd Ave, ,Miami-Dade,33176,786-573-5353,,S,12-Sep,345,313,S,25.62968,-80.3596,867164.2902,471610.609,E316899,6/11/2020 9:42,E316899,3/24/2023 12:32,a787830e-8fc5-4223-b183-254881cff07d,-8945589.968,2953288.107,
425,3.05924E+12,2151,Jack D. Gordon Elementary Panthers PLC-S, ,15001 SW 127th Ave, ,Miami-Dade,33186,305-234-4855,,PLC,0,0,0,S,25.62889,-80.39447,855677.5178,471268.0257,E316899,6/11/2020 9:42,E316899,4/3/2023 11:54,b11a730c-b5c0-4910-8dab-0d2d626b9e21,-8949471.32,2953190.083,
426,3.22013E+12,7391,Miami Lakes Educational Center Senior High, ,5780 NW 158th St, ,Miami Lakes,33014,305-557-1100,,S,12-Sep,1173,1004,N,25.91604,-80.29404,888208.4651,575799.2616,E316899,6/11/2020 9:42,E316899,4/3/2023 13:01,08562b14-cb1b-4f3f-8168-753f79b5b8a6,-8938291.66,2988686.251,
427,3.04011E+12,6961,West Miami Middle, ,7525 SW 24th St, ,Miami-Dade,33155,305-261-8383,,M,8-Jun,1090,708,C,25.74851,-80.31812,880608.2042,514866.2995,E316899,6/11/2020 9:42,E316899,4/5/2023 11:58,c462b14d-807b-4c77-9fae-47aa1c066998,-8940972.567,2967966.399,
428,3.02011E+12,6611,Country Club Middle, ,18305 NW 75th Pl, ,Miami-Dade,33015,305-820-8800,,M,8-Jun,1295,684,N,25.9397,-80.32276,878721.7643,584350.0543,E316899,6/11/2020 9:42,E316899,3/24/2023 13:13,11915c6b-8d4b-4852-a63d-cf68941ebe6d,-8941489.446,2991615.175,
429,3.0501E+12,5671,Vineland K-8 Center, ,8455 SW 119th St, ,Miami-Dade,33156,305-238-7931,,E,PK-8,879,738,S,25.66016,-80.33142,876395.9375,482734.3123,E316899,6/11/2020 9:42,E316899,4/5/2023 11:43,cba630d1-db82-425c-b513-7b8735b59b27,-8942452.085,2957051.798,
430,1.07907E+12,7702,South Dade Technical College,Main Campus,109 NE 8th St, ,Homestead,33030,305-248-5723,,O,0,0,0,AC,25.47748,-80.47527,829272.633,416126.0099,E316899,6/11/2020 9:42,E316899,4/4/2023 15:28,5086b6db-b25f-4ad6-b8c3-6dc660063823,-8958465.888,2934507.937,
431,4.2132E+11,1521,Amelia Earhart Elementary, ,5987 E 7th Ave, ,Hialeah,33013,305-688-9619,,E,PK-5,518,474,N,25.87686,-80.26825,896763.7465,561606.5793,E316899,6/11/2020 9:42,E316899,3/23/2023 15:33,69db27c8-efe8-4040-8b07-e9a6f214c1d0,-8935421.172,2983838.431,
432,4.2021E+11,3001,West Lakes Preparatory Academy, ,8435 W 36th Ave , ,Hialeah,33018,305-826-6104,,E,PK-8,626,547,N,25.89957,-80.35524,868120.7493,569708.4668,E316899,6/11/2020 9:42,E316899,7/2/2024 10:53,e634534f-0168-445f-bc58-3f789f3fc127,-8945104.707,2986647.667,
433,3.42101E+12,2401,Hibiscus Elementary, ,18701 NW 1st Ave, ,Miami Gardens,33169,305-652-3018,,E,PK-5,567,398,N,25.9465,-80.20302,918061.1878,587041.8121,E316899,6/11/2020 9:42,E316899,3/17/2023 15:59,438e0a13-9758-46ba-a404-f2948dc66129,-8928158.779,2992456.518,
434,1.4103E+11,7462,Miami Senior Adult Education, ,2450 SW 1st St, ,Miami,33135,305-649-9800,,O,0,0,0, ,25.77094,-80.23595,907608.5793,523168.5953,E316899,6/11/2020 9:42,E316899,4/3/2023 13:07,add4a22f-39b7-49aa-ae8f-dc7f3aeceecf,-8931825.333,2970739.326,
435,4.3105E+11,3901,North Hialeah Elementary, ,4251 E 5th Ave, ,Hialeah,33013,305-681-4611,,E,PK-5,670,466,N,25.86117,-80.27242,895425.9233,555895.4846,E316899,6/11/2020 9:42,E316899,4/3/2023 13:31,8803f9f5-cf7e-4572-a77f-867e9a1f9f8d,-8935884.797,2981897.084,
436,6.2219E+11,6631,North Miami Middle, ,700 NE 137th St, ,North Miami,33161,305-891-5611,,M,8-Jun,1055,804,N,25.90056,-80.18458,924221.4684,570380.827,E316899,6/11/2020 9:42,E316899,4/3/2023 13:33,1409f3c1-c8d3-441c-9f8b-d507b831261a,-8926107.183,2986770.262,
437,3.05032E+12,4441,Ethel F. Beckford/Richmond Primary Learning Center, ,16929 SW 104th Ave, ,Miami-Dade,33157,305-238-5194,,PLC,PK,0,0,S,25.61229,-80.36099,866737.2139,465287.7825,E316899,6/11/2020 9:42,E316042,6/25/2024 15:19,7442c16f-c9bf-439f-b2b1-292a8e74f628,-8945744.558,2951141.09,
438,2.54005E+12,5431,Sweetwater Elementary, ,10655 SW 4th St, ,Sweetwater,33174,305-559-1101,,E,PK-5,851,513,C,25.76537,-80.36735,864374.5564,520912.7563,E316899,6/11/2020 9:42,E316899,4/4/2023 15:41,b87d1b93-358f-4595-b914-88ef265118b1,-8946452.726,2970050.059,
439,3.03122E+12,4401,Kelsey L. Pharr Elementary, ,2000 NW 46th St, ,Miami-Dade,33142,305-633-0429,,E,PK-5,388,321,C,25.81632,-80.22971,909566.1632,539672.9455,E316899,6/11/2020 9:42,E316899,4/3/2023 12:09,8c914d51-a33f-4b80-84ef-0a60a98a796d,-8931130.541,2976349.442,
440,3.07904E+12,2901,Leisure City K-8 Center, ,14950 SW 288th St, ,Miami-Dade,33033,305-247-5431,,E,PK-8,1138,1023,S,25.49913,-80.43431,842750.6157,424047.7624,E316899,6/11/2020 9:42,E316899,4/3/2023 12:33,9a17f60f-47f4-4e9e-b2a1-27adc4fb8155,-8953906.666,2937177.161,
441,3.03111E+12,2981,Dr. Martin Luther King  @ Liberty City PLC, ,7124 NW 12th Ave, ,Miami-Dade,33150,305-836-0928,,PLC,0,0,0,C,25.83984,-80.2174,913562.8851,548246.4191,E316899,6/11/2020 9:42,E316899,3/24/2023 14:21,d10147d8-044b-4b5e-948e-661e8c7cdc06,-8929760.915,2979258.529,
442,3.22021E+12,7751,Barbara Goleman Senior High, ,14100 NW 89th Ave, ,Miami Lakes,33018,305-362-0676,,S,12-Sep,2935,2840,N,25.90122,-80.34576,871234.625,570325.2771,E316899,6/11/2020 9:42,E316899,3/24/2023 11:40,ea32bdab-7d01-4159-8d9f-36b2b9cc7930,-8944049.263,2986852.419,
443,3.03122E+12,8014,Alternative Outreach-Ext. YR, ,5120 NW 24th Ave, ,Miami,33142,305-694-4444  ,,O,0,0,0,AC,25.82146,-80.23747,907002.9967,541525.5036,E316899,3/15/2023 16:45,E316899,3/15/2023 16:47,3c6f5b90-fd50-4e38-be7a-58571f5b1572,-8931994.203,2976984.807,
444,3.53008E+12,3881,Andrea Castillo Preparatory Academy, ,10201 NW 78th St, ,Doral,33178,305-593-3155,,E,PK-3,670,284,C,25.84453,-80.36295,865682.7896,549692.9578,E316899,3/17/2023 14:26,E316899,3/17/2023 14:27,f191a05c-b255-4caa-b12c-358b5a0aabed,-8945963.121,2979838.768,
448,3.01232E+12,7459,iPrep Academy North,Dr. Michael M Krop SHS,1420 NE 215th St, ,Miami-Dade,33179,305-655-3909,,S,11-Jun,450,466,N,25.97002,-80.17401,927541.4139,595651.4075,E316899,3/17/2023 16:08,E316899,3/17/2023 16:09,976b98c5-1e1f-436b-8caf-10bfadd1e3b4,-8924929.081,2995369.06,
449,3.53019E+12,7641,J. C. Bermudez Doral Senior High School,Former Doral Middle,5005 NW 112th Ave, ,Doral,33178,305-715-3600,,S,11-Sep,1014,1139,C,25.81978,-80.37629,861338.5807,540676.8769,E316899,3/17/2023 16:13,E316042,6/25/2024 15:42,cb09daf1-1acb-4f8a-a187-5e9b97de54dd,-8947447.932,2976777.942,
452,3.07901E+11,8021,Title I Migrant Education Program, ,28205 SW 125th Ave,ROOM F014,Homestead,33033,305-258-4115,,E,PK,0,26,AC,25.50529,-80.39395,856051.34,426346.6494,E316899,4/5/2023 11:24,E316899,4/5/2023 11:25,3a6998e8-1bb6-4177-99eb-28c587bc084f,-8949414.307,2937937.415,
453,3.03122E+12,7013,Metro West Detention Facility, ,5120 NW 24th Ave, ,Miami,33142,305-636-6160  ,,O,0,0,0,AC,25.82146,-80.23747,907002.9967,541525.5036,E316899,4/5/2023 13:16,E316899,4/5/2023 13:17,340f0533-e038-499d-a645-7f2983202d69,-8931994.203,2976984.807,
